,type,isfood_encoded
1181, miles travelled,0
1182,Sundry,0
1183,Staff Ent Team Building,0
1184,Hotel Accommodation,0
1185, Hotel abroad,0
1186,Client Entertainment,0
1187, Taxi,0
1188,Daily Allowance,1
1189,Other Tolls,0
1190,Transportation international,0
1191,Taxi,0
1192, Reception,1
1193,Meals for day trip,1
1194,Taxi,0
1195, Transports Zone extension ,0
1196,Parking toll ferry client car,0
1197,Taxis,0
1198,National Meal,1
1199,Underground,0
1200,Parking Tolls Cong Charge,0
1201, miles travelled,0
1202, Reception,1
1203, Lunch,1
1204,Overseas Per Diem,0
1205, Toll,0
1206, Dinner Paris,1
1207, miles travelled,0
1208,Local Conveyance Within City,0
1209,Bus,0
1210,Parking,0
1211, Lunch,1
1212, Meal allowance country,1
1213,Other Expenses Taxi,0
1214, Hotel except Paris Sophia,0
1215,Travel Exp,1
1216,Taxi Local ,0
1217,Hotel domestic accomad ,0
1218,Lunch when at NON client site,1
1219, Lunch,1
1220,Breakfast left home pre am,1
1221,Entertainment Staff ,0
1222,Staff Ent Team Building,0
1223,Telephone Internet,0
1224,Hotel,0
1225,Eve Meal re overnight stay,1
1226,Meal allowance OT FB,1
1227, miles travelled,0
1228, miles travelled,0
1229,Total Per diem,1
1230,Conveyance Expenses,0
1231,others ,0
1232, Transports Subscription ,0
1233,Taxis,0
1234,Taxis,0
1235,Eve Meal late home after pm,1
1236,International Meal,1
1237,Taxi Travelled KMs,0
1238,Lodging incl breakfast,0
1239,Client Entertainment,0
1240,Breakfast,1
1241,Taxi,0
1242, Transports Subscription ,0
1243, Mileage allowances BULL,0
1244,Business meal,1
1245,FOREIGN OTHER EXPENSE,0
1246,Parking Tolls Cong Charge,0
1247,Lunch when at NON client site,1
1248,Underground,0
1249, miles travelled,0
1250,Total Per diem,1
1251,Limo Shuttle,0
1252,Rail,0
1253, Transports Subscription ,0
1254, Taxi,0
1255,Rail,0
1256,Meals for day trip,1
1257,Other expenses,0
1258,Motorway Car park,0
1259,Hotel Accommodation,0
1260,Parking Tolls Cong Charge,0
1261,Parking Toll ERP,0
1262,Conveyance Expenses,0
1263, Dinner Paris,1
1264,Breakfast left home pre am,1
1265,UK Per Diem,1
1266,Parking Tolls Cong Charge,0
1267,Entertainment Staff ,0
1268,others ,0
1270,Taxis,0
1271, Transports Subscription ,0
1272,DOMESTIC TRAVEL,0
1273, miles travelled,0
1274,Train km ,0
1275,Telephone Internet,0
1276, Lunch,1
1277,Meals for day trip,1
1278,Parking Tolls Cong Charge,0
1279,Benefits ,0
1280,Taxis,0
1281,Lunch when at NON client site,1
1282,Meals for day trip,1
1283,Meals for day trip,1
1284,Rail,0
1285, Pers Internet Home work,0
1286, Mileage allowances BULL,0
1287,Meal allowance OT FB,1
1288, Lunch,1
1289,Telephone Internet,0
1290, Small equipment,0
1291,Hotel Lodging,0
1292,Parking Tolls Cong Charge,0
1293, miles travelled,0
1294,Personal Car,0
1295, Pers Internet Home work,0
1296,Taxis,0
1297, Housing allowance country,0
1298, miles travelled,0
1299,Taxi,0
1300, Reception,1
1301,Dinner,1
1302,Airport Transfer,0
1303, miles travelled,0
1304,Conveyance Expenses,0
1305,Toll Fee Local ,0
1306,Breakfast left home pre am,1
1307,Telephone Mobile,0
1308,Rental car,0
1311,Train km ,0
1312,Underground,0
1313,Benefits ,0
1314,Subscription Publications,0
1315,Local Conveyance Within City,0
1316,Motorway Car park,0
1317, Lunch,1
1318, Lunch,1
1319,Hotel domestic breakf etc,0
1320,Rail,0
1321, Lunch,1
1322, Taxi,0
1323, Lunch,1
1324, miles travelled,0
1325,Train km ,0
1326,Rental car,0
1327,Hotel Accommodation,0
1328,Taxi,0
1329,Phone charge,0
1330,Rail,0
1331,Rail,0
1332,Lunch when at NON client site,1
1333,Parking Tolls Cong Charge,0
1334,Hotel,0
1335,Entertainment,0
1336,Meals Business Or Travel,1
1337, Lunch,1
1338,Meals Business Or Travel,1
1339, Lunch,1
1340, Breakfast,1
1341,Representation,0
1342,Personal Incidental Exp UK,0
1343,Daily Allowance Dinner ,1
1345,Lunch when at NON client site,1
1346,Meals for day trip,1
1347, Toll,0
1348, Meal allowance Paris,1
1349, miles travelled,0
1350,Eve Meal re overnight stay,1
1351,Local public transport,0
1352, miles travelled,0
1353,Hotel Accommodation,0
1354,Other Per Diem,0
1355,Other expenses,0
1356, Lunch Drink VAT ,1
1357,Taxi,0
1358,Benefits ,0
1359,Taxi,0
1360,Taxi,0
1361, Lunch,1
1362,Travel Exp,1
1363,Taxi,0
1364,Lunch when at NON client site,1
1365,Taxis,0
1366,Taxis,0
1367, Meal allowance country,1
1368,Taxis,0
1369,Underground,0
1370,Eve Meal re overnight stay,1
1371, Mileage allowances BULL,0
1372,others ,0
1373, miles travelled,0
1374, Transports Subscription ,0
1375,Other Expenses Taxi,0
1376, miles travelled,0
1377,Christmas Functions,0
1378,Hotel,0
1379,Breakfast left home pre am,1
1380, miles travelled,0
1381,Others ,0
1383, Diesel,0
1384,Taxi,0
1385,Hotel domestic breakf etc,0
1386, Meal allowance country,1
1387,Hotel Accommodation,0
1388, Meal allowance country,1
1389,Total Per diem,1
1390, miles travelled,0
1391,Staff Ent Project Celebration,0
1392, miles travelled,0
1393, Hotel Paris Sophia,0
1394,Late Sitting Food,1
1395,Parking,0
1396,Parking Toll ERP,0
1397, miles travelled,0
1398, Plane,0
1399, Lnch Dnnr Paris cumulated ,1
1400,Parking toll and ferry,0
1401, miles travelled,0
1402,Others ,0
1403, Transports Subscription ,0
1404, Meal allowance Paris,1
1405,Taxi Local ,0
1406,Train,0
1407,Taxi,0
1408,Meals for day trip,1
1409,Taxi Overseas ,0
1410,Meals for day trip,1
1411,Production support Accor FB,0
1412,Taxi Local ,0
1413, Meal allowance Paris,1
1414, Train,0
1415,Hotel Accommodation,0
1416,Taxi international,0
1418,Taxis,0
1419,Office Supplies,0
1420,Team Building,0
1422,Taxi,0
1423,Eve Meal re overnight stay,1
1424, miles travelled,0
1425,Others local ,0
1426,Travel Exp,1
1427,Hotel domestic accomad ,0
1428, Meal allowance Paris,1
1429,Staff Ent Annual oth Team even,0
1430,Breakfast after overnight stay,1
1431,Internet,0
1432,Meals for day trip,1
1433,Train trip for business,0
1434,Other Expenses Meals,0
1435, miles travelled,0
1436,Underground,0
1437,Train km ,0
1438, miles travelled,0
1439,Telephone Mobile,0
1440, Meal allowance Paris,1
1441,Others,0
1442,Taxi,0
1443,Rail,0
1444,Meals Business Or Travel,1
1445,Lunch when at NON client site,1
1446,Train ,0
1447, Hotel Paris Sophia,0
1448, Small equipment,0
1449, Transports Subscription ,0
1450,Personal Incidental Exp UK,0
1451,Parking Tolls Cong Charge,0
1452, miles travelled,0
1453, Car rental,0
1454,Meals Business Or Travel,1
1455,Rail,0
1456,Motorway Car park,0
1458,Rail,0
1459,Parking,0
1460,Meals for day trip,1
1461, Meal allowance country,1
1462,Personal Incidental Exp UK,0
1463,Parking Tolls Cong Charge,0
1464,Meals for day trip,1
1465,Plane,0
1466, Transports Subscription ,0
1467,Rail,0
1468,Conveyance Expenses,0
1469,Taxi Travelled KMs,0
1470,Taxis,0
1471, Lunch,1
1472,Entertainment Gift presents,0
1473,Meals for day trip,1
1474,Parking Tolls Cong Charge,0
1475,Dinner,1
1476,Hotel,0
1477,Gasoline,0
1478,Other Per Diem,0
1479, Meal allowance country,1
1480,Taxi,0
1481,Underground,0
1482,Lunch when at NON client site,1
1483,Others ,0
1484,Train,0
1486,Hotel Accommodation,0
1487,Breakfast after overnight stay,1
1488,FOREIGN OTHER EXPENSE,0
1489, Lunch,1
1490, Pers Internet Home work,0
1491,Hotel,0
1493,Parking Tolls Cong Charge,0
1494,Dinner,1
1495,Eve Meal re overnight stay,1
1496,Other Expenses Meals,0
1497,Client Entertainment,0
1498,Subscription Publications,0
1499,Breakfast left home pre am,1
1500,Underground,0
1501,Per diem Lunch,1
1502,Lunch when at NON client site,1
1503,Client Entertainment,0
1504,Other expenses,0
1505,Meals Business Or Travel,1
1506,Entertainment Abroad,0
1507, Lunch,1
1508,non mon benefit breakfast,0
1511,Other Expenses Others,0
1512,Breakfast left home pre am,1
1513, Taxi,0
1514,Taxi,0
1515,Employee Welfare,0
1516,Rail,0
1517,Hotel Accommodation,0
1518,Hotel domestic accomad ,0
1519, Meal allowance country,1
1520,Client Entertainment,0
1521,Hotel domestic accomad ,0
1522,Meals Business Or Travel,1
1523, miles travelled,0
1524,Taxi,0
1525,UK Per Diem,1
1526,Parking Toll ERP,0
1527,Hotel domestic breakf etc,0
1528,Taxis,0
1529,Abroad Gasoline,0
1530, Diesel,0
1531,Parking toll ferry client car,0
1532,Personal Incidental Exp UK,0
1533,Rail,0
1534,Others,0
1535,Others,0
1536,Parking,0
1537,Taxi,0
1538,Highway,0
1539,Eve Meal re overnight stay,1
1540,Other Expenses Meals,0
1541,Lunch when at NON client site,1
1542,Taxi,0
1543,Parking Toll ERP,0
1544,UK Per Diem,1
1545,Telephone Internet,0
1546,Rail,0
1547,Rail,0
1548,Hotel domestic breakf etc,0
1549,Per diem Lunch,1
1550,Train,0
1551,Parking Tolls Cong Charge,0
1552,Telephone Internet,0
1553, miles travelled,0
1554,Meals for day trip,1
1555,Taxis,0
1556,Airfare abroad,0
1557, Taxi,0
1558,Meals for day trip,1
1559,Hotel Lodging,0
1560, Lunch,1
1561, Dinner Drink VAT ,1
1562, Housing allow Paris Sophia,0
1563,Taxi,0
1564,Lunch Training Non client Site,1
1565,Other expenses,0
1566, Reception,1
1567,Production support Accor FB,0
1568,Eve Meal re overnight stay,1
1569,Taxi,0
1570,Hotel domestic accomad ,0
1571,Urb transport bus tram metro ,0
1572,Taxis,0
1574, miles travelled,0
1575,Lunch when at NON client site,1
1576,Rail,0
1577,Parking Tolls Cong Charge,0
1578,Lunch when at NON client site,1
1579,Taxi,0
1580, Pers Internet Home work,0
1581,Meals Business Or Travel,1
1582,Transportation,0
1583,Lunch,1
1584,Phone charge,0
1585, Lunch,1
1586,Lunch when at NON client site,1
1587,Lunch when at NON client site,1
1588,Lunch when at NON client site,1
1589, Lunch,1
1590,Motorway Car park,0
1591,Public Transport,0
1592,Public Transport,0
1593,Taxi,0
1594, miles travelled,0
1595,Taxis,0
1596,Other Expenses Meals,0
1597,Hotel abroad,0
1598, Lunch,1
1599,Invit Entert priv Sec ,0
1600,Taxi,0
1601, Dinner Drink VAT ,1
1602, miles travelled,0
1604,Parking Toll ERP,0
1605,Eve Meal re overnight stay,1
1606,Train,0
1607,Fuel Hire Pool Car Fuel Card,0
1609,Air Travel,0
1610,Meals for day trip,1
1611, Reception,1
1612, Hotel Paris Sophia,0
1613,Parking Tolls Cong Charge,0
1614,Taxi Local ,0
1615,Telephone Mobile,0
1616, Hotel abroad,0
1617,Parking,0
1618,Public Transport GST,0
1619,Taxi,0
1620,Meals Employee Function,1
1621,Rental car,0
1622,others ,0
1623,Meals Business Or Travel,1
1624,Parking toll ferry client car,0
1625, Taxi,0
1626, Mileage allowances BULL,0
1627,UK Per Diem,1
1628,UK Per Diem,1
1629,Airport shuttle bus,0
1630,Meal allowance OT FB,1
1631,Taxi Local ,0
1632,Petrol,0
1633,Rail,0
1634,Parking Tolls Cong Charge,0
1635,Train,0
1636,Taxi,0
1637,Total Per diem,1
1638,Parking Tolls Cong Charge,0
1639,Rail,0
1640,Transportation,0
1641,Underground,0
1642,Telephone Internet,0
1643,Total Per diem,1
1644,Conveyance Expenses,0
1645,Gasoline,0
1646,Parking toll ferry client car,0
1647,Taxi,0
1648,Lunch,1
1649, miles travelled,0
1650,Parking Tolls Cong Charge,0
1651,Parking,0
1652,Travel Exp,1
1653, Pers Internet Home work,0
1654,Meals Employee Function,1
1655,Taxi,0
1656, miles travelled,0
1657, Lunch,1
1658, miles travelled,0
1659,Taxi Local ,0
1660,Per diem Lunch,1
1661,Parking Tolls Cong Charge,0
1662,post stamps,0
1663, miles travelled,0
1664, Dinner Paris,1
1665,Taxi Local ,0
1666,Telephone Mobile,0
1667,Lunch when at NON client site,1
1668, miles travelled,0
1669,Meal allowance OT FB,1
1670,UK Per Diem,1
1671,Airfare Ticket Charge Fee,0
1672,Lunch when at NON client site,1
1673,Certif of good cond BKR chck,0
1674,Parking Toll ERP,0
1675, Lunch,1
1676,UK Per Diem,1
1677,Eve Meal late home after pm,1
1679,Transportation,0
1680,Train km ,0
1681,Per diem Dinner,1
1682,Taxis,0
1683,Public transportation,0
1684,Mobile Phone GST,0
1685,Training Staff Cert Reimb,0
1686,Rail,0
1687, Transports Subscription ,0
1688,Underground,0
1689, Transports Subscription ,0
1690, Train,0
1691,Personal Car,0
1692,Breakfast left home pre am,1
1693, miles travelled,0
1694,Per diem Lunch,1
1695,Eve Meal late home after pm,1
1696,Meals for day trip,1
1697, Mileage allowances BULL,0
1698,Personal Incidental Exp UK,0
1699, miles travelled,0
1700,Meals for day trip,1
1701,Train,0
1702,Lunch,1
1703, Parking,0
1704, Pers Internet On call,0
1705,Hotel Accommodation,0
1706,Taxi,0
1707,Underground,0
1708,Taxis,0
1709,Breakfast after overnight stay,1
1710,Train ,0
1711,Late Sitting Food,1
1712,Train paid by employee,0
1713,Break Lunch Din max F C,1
1714,Public Transport,0
1715,Benefits ,0
1716,Motorway Car Park,0
1717,Meals Business Or Travel,1
1718,Toll Parking GST,0
1719,Per diem Dinner,1
1720,Staff Ent Motivate Indiv Team,0
1721,Entertainment Oversea,0
1722,Telephone Mobile,0
1723, Reception,1
1724,Mobile Phone GST,0
1725,Entertainment with Tax invoice,0
1726,Total Per diem,1
1727,Rail,0
1728, Diesel,0
1729,Train,0
1730,Urb transport bus tram metro ,0
1731,General Charges,0
1732,Conveyance Expenses,0
1733,Client Entertainment,0
1734,Parking Tolls Cong Charge,0
1735,Conveyance Expenses,0
1736,P age,0
1737, Lunch,1
1738, Dinner Drink VAT ,1
1739,UK Per Diem,1
1740, Lunch,1
1741,others ,0
1742,Parking Tolls Cong Charge,0
1743,Other Tolls,0
1744,Rail,0
1745, Parking,0
1746,Meals Business Or Travel,1
1747, Diesel,0
1748,Meals Business Or Travel,1
1749, miles travelled,0
1750,Rail,0
1751,Total Per diem,1
1752,Taxi,0
1753,Public transportation,0
1754,Hotel invitation abroad,0
1755,Parking Tolls Cong Charge,0
1756,Car Rental,0
1757, miles travelled,0
1758,Employee Meal take away w VA,0
1759,Train km ,0
1760,Total Per diem,1
1761,Rail,0
1762,Eve Meal re overnight stay,1
1763,Taxi No GST,0
1764,Toll Fee Local ,0
1765,Underground,0
1766, miles travelled,0
1767,Meals for day trip,1
1768,Hotel domestic breakf etc,0
1769,Rail,0
1770,Others local claims ,0
1771,Phone charge,0
1772,Others,0
1773,Hotel,0
1774, Pers Internet Home work,0
1775,Hotel Accommodation,0
1776,Parking,0
1777, miles travelled,0
1778,Underground,0
1779,Miscellaneous Expenses,0
1780, Taxi,0
1781,Breakfast left home pre am,1
1783, Toll,0
1784,Taxi ,0
1785,Rail,0
1786, Toll,0
1787,Other Incidentals,0
1788,Parking,0
1789,Other Incidentals,0
1790, Transports occasional ,0
1791,Hotel domestic accomad ,0
1792, miles travelled,0
1794, Hotel Paris Sophia,0
1795,Lunch when at NON client site,1
1797,Taxi ,0
1798,others ,0
1799,Business meal,1
1800, Lnch Dnnr Paris cumulated ,1
1801, miles travelled,0
1802,Others,0
1803, miles travelled,0
1804, Meal abroad,1
1805, Parking,0
1806,Meals GST,1
1807, Pers Internet Home work,0
1808, Toll,0
1809, Mileage allowances BULL,0
1810,Lunch when at NON client site,1
1811, Mileage allowances BULL,0
1812,Other Expenses Others,0
1813, Meal allowance country,1
1814,Hotel,0
1815, miles travelled,0
1816,Meals for day trip,1
1817,Taxi abroad,0
1818,Taxi,0
1819,Taxis,0
1820,Car Rental,0
1821,Underground,0
1822,Sundry,0
1823,Telephone Internet,0
1824,Lunch when at NON client site,1
1825, miles travelled,0
1826,Meal Allowance Weekday ,1
1827, miles travelled,0
1828,Mobile,0
1829,Others business trip,0
1830,Parking Toll ERP,0
1831, Lunch,1
1832,Airfare AIT Company paid,0
1833, miles travelled,0
1834,Taxis,0
1835,Rail,0
1836,Personal Incidental Exp UK,0
1837, miles travelled,0
1838,Train km ,0
1839,Parking Tolls Cong Charge,0
1840,Hotel domestic accomad ,0
1841,Meals Business Or Travel,1
1842,Sundry,0
1843, Lunch,1
1844,Public Transport,0
1845,Lunch when at NON client site,1
1847,Local Conveyance Intercity,0
1848,Hotel Accommodation,0
1849, Taxi,0
1850,Underground,0
1851,Dinner invitation,0
1852, Toll,0
1853,Taxi Domestic,0
1854,Breakfast left home pre am,1
1855,Motorway Car park,0
1856,Total Per diem,1
1857,Dental Claim Personal ,0
1858,Taxi,0
1859, miles travelled,0
1860,Stamp duties fees other,0
1861,Taxi,0
1863,Entertainment Tip,0
1864,Parking Tolls Cong Charge,0
1865,others ,0
1866,UK Per Diem,1
1867,Parking Tolls Cong Charge,0
1868,Lodging incl breakfast,0
1869,Other Incidentals,0
1870,Taxis,0
1871, Dinner country,1
1872,Others,0
1873, miles travelled,0
1874,Airfare Used Ticked,0
1875,Underground,0
1876,Lunch when at NON client site,1
1877,Taxi,0
1878, Parking,0
1879,Underground,0
1880,DOMESTIC TRAVEL Air,0
1881,Underground,0
1882,Taxis,0
1883, Lunch,1
1885, Parking,0
1886,Rail,0
1887,Hotel domestic breakf etc,0
1888,DOMESTIC TRAVEL Taxi,0
1889, Mileage allowances BULL,0
1890,Parking Tolls Cong Charge,0
1891, Transports Subscription ,0
1892,Meals Business Or Travel,1
1893, miles travelled,0
1894,Meals for day trip,1
1896,Meals Business Or Travel,1
1897, Breakfast,1
1898, Pers Internet Home work,0
1899,Train abroad,0
1900,Parking Tolls Cong Charge,0
1901,General Charges,0
1902,Taxis,0
1903,Hotel domestic accomad ,0
1904,Motorway Car park,0
1905, miles travelled,0
1906,Tool,0
1907,Other expenses,0
1908,Taxi ,0
1909, miles travelled,0
1910,Train km ,0
1911, Mileage allowances BULL,0
1912,Hotel,0
1913,Personal Car,0
1914,Rail,0
1915,Taxis,0
1916,Parking,0
1917,Train km ,0
1918, miles travelled,0
1919, Taxi,0
1920,Underground,0
1921,Parking Tolls Cong Charge,0
1922, Lunch Drink VAT ,1
1923, Pers Internet Home work,0
1924, Parking,0
1925, Dinner Paris,1
1926, miles travelled,0
1927,Taxi,0
1928, Hotel Paris Sophia,0
1929, Transports Subscription ,0
1930,Taxi ,0
1931, Mileage allowances BULL,0
1932,Rail,0
1933,Rail,0
1934,Lunch when at NON client site,1
1935,Rail,0
1936, Transports occasional ,0
1937,Rail,0
1938,Others e g breakfast doctor ,0
1939,Parking,0
1940,Excess Travel Change of office,0
1941,Hotel domestic breakf etc,0
1942, miles travelled,0
1943,Parking Tolls Cong Charge,0
1944, Taxi,0
1945,Lunch when at NON client site,1
1946,Rail,0
1947,Taxis,0
1948,Taxi Local ,0
1949,Lunch when at NON client site,1
1950,City and tourist tax,0
1951,Hotel domestic accomad ,0
1952,Telephone Internet,0
1953,Underground,0
1954,Taxi,0
1955,Taxi abroad,0
1957,Parking Tolls Cong Charge,0
1958, Lunch,1
1959, miles travelled,0
1960,Car Rental,0
1961,Hotel F C,0
1962,National Meal,1
1963, miles travelled,0
1964,UK Per Diem,1
1965, Hotel Paris Sophia,0
1966, Small equipment,0
1967,Entertainment Abroad,0
1968,Breakfast left home pre am,1
1969, miles travelled,0
1970,Parking Tolls Cong Charge,0
1971,UK Per Diem,1
1972, Pers Internet Home work,0
1973,Hotel abroad,0
1974, Transports Subscription ,0
1975,Taxi,0
1976,Taxi,0
1977,Taxis,0
1978,Eve Meal re overnight stay,1
1979,Meals for day trip,1
1980,Meals for day trip,1
1981, miles travelled,0
1982,Lunch when at NON client site,1
1983,Taxi Local ,0
1984,Others ,0
1985, Toll,0
1986,Others abroad,0
1987,Lunch when at NON client site,1
1988,Post expenses,0
1989,Taxis,0
1990, Meal allowance Paris,1
1991, miles travelled,0
1992,Breakfast after overnight stay,1
1993, Lunch,1
1995,Transportation international,0
1996,Personal Car,0
1997, miles travelled,0
1998,Train km ,0
1999,Telephone Internet,0
2000,Taxi ,0
2001,Other Internet Access,0
2002,Rail,0
2003,Motorway Car park,0
2004, miles travelled,0
2005, Transports occasional ,0
2006, Toll,0
2007,Lunch when at NON client site,1
2008,Taxi,0
2009,Hotel,0
2010, miles travelled,0
2011,Lunch Max F C,1
2012, Meal allowance country,1
2013,Parking,0
2014,Allowance several days ,1
2015,Rail,0
2016, Transports occasional ,0
2017, Meal allowance Paris,1
2018,Taxi,0
2019,UK Per Diem,1
2020, Taxi,0
